ISO,scenario,d
MLI,7,234.0
MLT,7,100.0
MRT,7,61.0
MUS,7,142.0
MEX,7,4512.0
MNG,7,36.0
MNE,7,135.0
MAR,7,1116.0
MOZ,7,336.0
MMR,7,937.0
NAM,7,62.0
NPL,7,330.0
NZL,7,1153.0
NIC,7,210.0
NER,7,322.0
NGA,7,5346.0
MKD,7,70.0
NOR,7,1100.0
OMN,7,759.0
PAK,7,5998.0
PAN,7,115.0
PNG,7,288.0
PRY,7,235.0
PER,7,1171.0
PHL,7,3390.0
POL,7,5510.0
PRT,7,2038.0
QAT,7,343.0
MDA,7,124.0
ROU,7,3009.0
RUS,7,5641.0
RWA,7,243.0
LCA,7,6.0
WSM,7,7.0
STP,7,1.0
SAU,7,1304.0
SEN,7,214.0
SRB,7,361.0
SLE,7,81.0
SGP,7,1241.0
SVK,7,985.0
SVN,7,510.0
SLB,7,12.0
SOM,7,390.0
ZAF,7,1380.0
SSD,7,151.0
ESP,7,10495.0
LKA,7,407.0
SDN,7,1143.0
SUR,7,14.0
SWE,7,1704.0
CHE,7,1841.0
SYR,7,607.0
TJK,7,120.0
TZA,7,974.0
THA,7,2177.0
NLD,7,4230.0
GMB,7,18.0
TLS,7,18.0
TGO,7,186.0
TTO,7,51.0
TUN,7,396.0
TUR,7,14511.0
TKM,7,86.0
UGA,7,1611.0
UKR,7,1385.0
ARE,7,1151.0
GBR,7,16818.0
URY,7,155.0
UZB,7,512.0
VUT,7,6.0
VEN,7,843.0
VNM,7,2464.0
YEM,7,728.0
ZMB,7,308.0
ZWE,7,542.0
USA,8,86946.0
AFG,8,524.0
ALB,8,76.0
DZA,8,966.0
AGO,8,386.0
ARG,8,1270.0
ARM,8,74.0
AUS,8,7521.0
AUT,8,1640.0
AZE,8,269.0
BHS,8,46.0
BHR,8,233.0
BGD,8,1794.0
BRB,8,43.0
BLR,8,329.0
BEL,8,3393.0
BLZ,8,6.0
BEN,8,205.0
BTN,8,6.0
BOL,8,201.0
BIH,8,87.0
BWA,8,31.0
BRA,8,3413.0
BRN,8,91.0
BGR,8,783.0
BFA,8,232.0
BDI,8,196.0
CPV,8,19.0
KHM,8,422.0
CMR,8,485.0
CAN,8,9890.0
CAF,8,58.0
TCD,8,273.0
CHL,8,626.0
CHN,8,33894.0
COL,8,1900.0
COM,8,12.0
COD,8,1257.0
COG,8,224.0
CRI,8,188.0
CIV,8,481.0
HRV,8,677.0
CUB,8,383.0
CYP,8,326.0
CZE,8,1932.0
DNK,8,1551.0
DJI,8,22.0
DOM,8,280.0
ECU,8,651.0
EGY,8,4585.0
SLV,8,159.0
GNQ,8,24.0
ERI,8,93.0
EST,8,293.0
SWZ,8,13.0
ETH,8,3122.0
FJI,8,30.0
FIN,8,1173.0
FRA,8,15487.0
GUF,8,13.0
PYF,8,45.0
GAB,8,41.0
GEO,8,400.0
DEU,8,15396.0
GHA,8,486.0
GRC,8,2140.0
GUM,8,16.0
GTM,8,376.0
GIN,8,164.0
GNB,8,24.0
GUY,8,18.0
HTI,8,190.0
HND,8,374.0
HUN,8,1812.0
ISL,8,64.0
IND,8,25857.0
IDN,8,8737.0
IRN,8,2384.0
IRQ,8,1151.0
IRL,8,1199.0
ISR,8,2277.0
ITA,8,13681.0
JAM,8,105.0
JPN,8,19790.0
JOR,8,443.0
KAZ,8,1474.0
KEN,8,1170.0
PRK,8,487.0
KOR,8,6398.0
KWT,8,697.0
KGZ,8,83.0
LAO,8,201.0
LVA,8,402.0
LBN,8,296.0
LSO,8,18.0
LBR,8,94.0
LBY,8,222.0
LTU,8,536.0
LUX,8,111.0
MDG,8,599.0
MWI,8,403.0
MYS,8,5047.0
MDV,8,15.0
MLI,8,195.0
MLT,8,92.0
MRT,8,47.0
MUS,8,162.0
MEX,8,4217.0
MNG,8,33.0
MNE,8,143.0
MAR,8,1228.0
MOZ,8,719.0
MMR,8,786.0
NAM,8,68.0
NPL,8,309.0
NZL,8,973.0
NIC,8,169.0
NER,8,239.0
NGA,8,4978.0
MKD,8,60.0
NOR,8,1292.0
OMN,8,667.0
PAK,8,6361.0
PAN,8,134.0
PNG,8,313.0
PRY,8,244.0
PER,8,1507.0
PHL,8,2824.0
POL,8,5112.0
PRT,8,2194.0
QAT,8,362.0
MDA,8,144.0
ROU,8,2736.0
RUS,8,4482.0
RWA,8,188.0
LCA,8,7.0
WSM,8,7.0
STP,8,2.0
SAU,8,1321.0
SEN,8,196.0
SRB,8,281.0
SLE,8,83.0
SGP,8,1266.0
SVK,8,1031.0
SVN,8,511.0
SLB,8,10.0
SOM,8,370.0
ZAF,8,1625.0
SSD,8,156.0
ESP,8,10344.0
LKA,8,472.0
SDN,8,1075.0
SUR,8,17.0
SWE,8,1882.0
CHE,8,1664.0
SYR,8,620.0
TJK,8,86.0
TZA,8,627.0
THA,8,2531.0
NLD,8,3694.0
GMB,8,20.0
TLS,8,22.0
TGO,8,143.0
TTO,8,57.0
TUN,8,346.0
TUR,8,13697.0
TKM,8,67.0
UGA,8,1170.0
UKR,8,1245.0
ARE,8,1185.0
GBR,8,17999.0
URY,8,147.0
UZB,8,675.0
VUT,8,6.0
VEN,8,896.0
VNM,8,1871.0
YEM,8,704.0
ZMB,8,205.0
ZWE,8,446.0
USA,9,88377.0
AFG,9,524.0
ALB,9,71.0
DZA,9,1373.0
AGO,9,474.0
ARG,9,1734.0
ARM,9,60.0
AUS,9,6966.0
AUT,9,1765.0
AZE,9,217.0
BHS,9,54.0
BHR,9,218.0
BGD,9,1603.0
BRB,9,45.0
BLR,9,345.0
BEL,9,3012.0
BLZ,9,7.0
BEN,9,216.0
BTN,9,7.0
BOL,9,210.0
BIH,9,74.0
BWA,9,36.0
BRA,9,6341.0
BRN,9,84.0
BGR,9,985.0
BFA,9,250.0
BDI,9,265.0
CPV,9,17.0
KHM,9,526.0
CMR,9,523.0
CAN,9,10080.0
CAF,9,96.0
TCD,9,208.0
CHL,9,673.0
CHN,9,39466.0
COL,9,2534.0
COM,9,13.0
COD,9,759.0
COG,9,191.0
CRI,9,264.0
CIV,9,433.0
HRV,9,691.0
CUB,9,395.0
CYP,9,261.0
CZE,9,1927.0
DNK,9,1661.0
DJI,9,23.0
DOM,9,311.0
ECU,9,601.0
EGY,9,4367.0
SLV,9,155.0
GNQ,9,26.0
ERI,9,64.0
EST,9,270.0
SWZ,9,14.0
ETH,9,2630.0
FJI,9,22.0
FIN,9,1239.0
FRA,9,14194.0
GUF,9,12.0
PYF,9,42.0
GAB,9,40.0
GEO,9,468.0
DEU,9,17271.0
GHA,9,645.0
GRC,9,2117.0
GUM,9,17.0
GTM,9,365.0
GIN,9,157.0
GNB,9,24.0
GUY,9,18.0
HTI,9,266.0
HND,9,434.0
HUN,9,1817.0
ISL,9,58.0
IND,9,21886.0
IDN,9,10117.0
IRN,9,2990.0
IRQ,9,1377.0
IRL,9,1142.0
ISR,9,2084.0
ITA,9,13653.0
JAM,9,90.0
JPN,9,24381.0
JOR,9,402.0
KAZ,9,1387.0
KEN,9,1007.0
PRK,9,347.0
KOR,9,6973.0
KWT,9,697.0
KGZ,9,92.0
LAO,9,178.0
LVA,9,354.0
LBN,9,324.0
LSO,9,19.0
LBR,9,74.0
LBY,9,237.0
LTU,9,565.0
LUX,9,118.0
MDG,9,637.0
MWI,9,372.0
MYS,9,4096.0
MDV,9,13.0
MLI,9,270.0
MLT,9,99.0
MRT,9,42.0
MUS,9,139.0
MEX,9,3647.0
MNG,9,26.0
MNE,9,143.0
MAR,9,1035.0
MOZ,9,596.0
MMR,9,945.0
NAM,9,59.0
NPL,9,299.0
NZL,9,1252.0
NIC,9,190.0
NER,9,243.0
NGA,9,3485.0
MKD,9,75.0
NOR,9,1263.0
OMN,9,663.0
PAK,9,4275.0
PAN,9,113.0
PNG,9,276.0
PRY,9,156.0
PER,9,1183.0
PHL,9,2572.0
POL,9,5792.0
PRT,9,2176.0
QAT,9,345.0
MDA,9,128.0
ROU,9,2633.0
RUS,9,5530.0
RWA,9,237.0
LCA,9,8.0
WSM,9,7.0
STP,9,1.0
SAU,9,1705.0
SEN,9,163.0
SRB,9,313.0
SLE,9,87.0
SGP,9,1370.0
SVK,9,958.0
SVN,9,540.0
SLB,9,10.0
SOM,9,368.0
ZAF,9,1659.0
SSD,9,143.0
ESP,9,7543.0
LKA,9,340.0
SDN,9,1208.0
SUR,9,18.0
SWE,9,2117.0
CHE,9,1831.0
SYR,9,477.0
TJK,9,103.0
TZA,9,910.0
THA,9,2027.0
NLD,9,3762.0
GMB,9,16.0
TLS,9,23.0
TGO,9,125.0
TTO,9,56.0
TUN,9,422.0
TUR,9,12493.0
TKM,9,90.0
UGA,9,1084.0
UKR,9,1335.0
ARE,9,1165.0
GBR,9,18054.0
URY,9,147.0
UZB,9,463.0
VUT,9,6.0
VEN,9,690.0
VNM,9,2426.0
YEM,9,973.0
ZMB,9,248.0
ZWE,9,457.0
USA,10,100436.0
AFG,10,656.0
ALB,10,69.0
DZA,10,1327.0
AGO,10,382.0
ARG,10,1118.0
ARM,10,66.0
AUS,10,7642.0
AUT,10,1561.0
AZE,10,315.0
BHS,10,53.0
BHR,10,227.0
BGD,10,1855.0
BRB,10,43.0
BLR,10,370.0
BEL,10,3618.0
BLZ,10,6.0
BEN,10,196.0
BTN,10,8.0
BOL,10,228.0
BIH,10,106.0
BWA,10,38.0
BRA,10,5585.0
BRN,10,89.0
BGR,10,955.0
BFA,10,240.0
BDI,10,239.0
CPV,10,17.0
KHM,10,367.0
CMR,10,357.0
CAN,10,7745.0
CAF,10,59.0
TCD,10,246.0
CHL,10,700.0
CHN,10,37708.0
COL,10,1741.0
COM,10,12.0
COD,10,1079.0
COG,10,207.0
CRI,10,201.0
CIV,10,435.0
HRV,10,634.0
CUB,10,321.0
CYP,10,269.0
CZE,10,1903.0
DNK,10,1434.0
DJI,10,27.0
DOM,10,239.0
ECU,10,800.0
EGY,10,3946.0
SLV,10,232.0
GNQ,10,24.0
ERI,10,73.0
EST,10,254.0
SWZ,10,14.0
ETH,10,2457.0
FJI,10,26.0
FIN,10,1063.0
FRA,10,14931.0
GUF,10,14.0
PYF,10,40.0
GAB,10,32.0
GEO,10,456.0
DEU,10,17694.0
GHA,10,503.0
GRC,10,2333.0
GUM,10,14.0
GTM,10,362.0
GIN,10,156.0
GNB,10,22.0
GUY,10,18.0
HTI,10,273.0
HND,10,347.0
HUN,10,1950.0
ISL,10,62.0
IND,10,22937.0
IDN,10,9418.0
IRN,10,2992.0
IRQ,10,1245.0
IRL,10,1084.0
ISR,10,2149.0
ITA,10,15574.0
JAM,10,98.0
JPN,10,22608.0
JOR,10,386.0
KAZ,10,1365.0
KEN,10,1478.0
PRK,10,474.0
KOR,10,7816.0
KWT,10,663.0
KGZ,10,116.0
LAO,10,176.0
LVA,10,319.0
LBN,10,281.0
LSO,10,16.0
LBR,10,83.0
LBY,10,189.0
LTU,10,545.0
LUX,10,104.0
MDG,10,738.0
MWI,10,382.0
MYS,10,4763.0
MDV,10,12.0
MLI,10,220.0
MLT,10,108.0
MRT,10,60.0
MUS,10,146.0
MEX,10,3974.0
MNG,10,29.0
MNE,10,137.0
MAR,10,1151.0
MOZ,10,648.0
MMR,10,849.0
NAM,10,63.0
NPL,10,261.0
NZL,10,980.0
NIC,10,153.0
NER,10,224.0
NGA,10,4561.0
MKD,10,59.0
NOR,10,1137.0
OMN,10,838.0
PAK,10,4455.0
PAN,10,106.0
PNG,10,201.0
PRY,10,269.0
PER,10,1706.0
PHL,10,3115.0
POL,10,6788.0
PRT,10,2005.0
QAT,10,341.0
MDA,10,103.0
ROU,10,2554.0
RUS,10,4099.0
RWA,10,267.0
LCA,10,6.0
WSM,10,7.0
STP,10,1.0
SAU,10,879.0
SEN,10,214.0
SRB,10,416.0
SLE,10,72.0
SGP,10,1319.0
SVK,10,966.0
SVN,10,533.0
SLB,10,14.0
SOM,10,357.0
ZAF,10,1520.0
SSD,10,135.0
ESP,10,9204.0
LKA,10,321.0
SDN,10,1148.0
SUR,10,14.0
SWE,10,1785.0
CHE,10,1803.0
SYR,10,734.0
TJK,10,80.0
TZA,10,820.0
THA,10,1852.0
NLD,10,4068.0
GMB,10,18.0
TLS,10,20.0
TGO,10,138.0
TTO,10,41.0
TUN,10,386.0
TUR,10,15423.0
TKM,10,60.0
UGA,10,1056.0
UKR,10,1169.0
ARE,10,1351.0
GBR,10,15701.0
URY,10,137.0
UZB,10,457.0
VUT,10,5.0
VEN,10,738.0
VNM,10,3070.0
YEM,10,767.0
ZMB,10,243.0
ZWE,10,513.0
USA,11,83615.0
AFG,11,660.0
ALB,11,56.0
DZA,11,1527.0
AGO,11,413.0
ARG,11,1448.0
ARM,11,59.0
AUS,11,5831.0
AUT,11,1393.0
AZE,11,196.0
BHS,11,55.0
BHR,11,234.0
BGD,11,2051.0
BRB,11,41.0
BLR,11,312.0
BEL,11,3837.0
BLZ,11,6.0
BEN,11,188.0
BTN,11,8.0
BOL,11,216.0
BIH,11,93.0
BWA,11,30.0
BRA,11,4688.0
BRN,11,92.0
BGR,11,979.0
BFA,11,275.0
BDI,11,222.0
CPV,11,16.0
KHM,11,306.0
CMR,11,613.0
CAN,11,10824.0
CAF,11,76.0
TCD,11,263.0
CHL,11,529.0
CHN,11,35614.0
COL,11,1587.0
COM,11,9.0
COD,11,1115.0
COG,11,212.0
CRI,11,171.0
CIV,11,410.0
HRV,11,769.0
CUB,11,297.0
CYP,11,260.0
CZE,11,2036.0
DNK,11,1426.0
DJI,11,22.0
DOM,11,271.0
ECU,11,607.0
EGY,11,4197.0
SLV,11,235.0
GNQ,11,29.0
ERI,11,74.0
EST,11,275.0
SWZ,11,14.0
ETH,11,2768.0
FJI,11,26.0
FIN,11,1043.0
FRA,11,14608.0
GUF,11,9.0
PYF,11,40.0
GAB,11,39.0
GEO,11,500.0
DEU,11,17043.0
GHA,11,564.0
GRC,11,1942.0
GUM,11,16.0
GTM,11,372.0
GIN,11,174.0
GNB,11,19.0
GUY,11,17.0
HTI,11,218.0
HND,11,309.0
HUN,11,1797.0
ISL,11,60.0
IND,11,22911.0
IDN,11,8247.0
IRN,11,2825.0
IRQ,11,1490.0
IRL,11,1046.0
ISR,11,2445.0
ITA,11,14061.0
JAM,11,81.0
JPN,11,22585.0
JOR,11,552.0
KAZ,11,1693.0
KEN,11,1410.0
PRK,11,494.0
KOR,11,6616.0
KWT,11,730.0
KGZ,11,67.0
LAO,11,229.0
LVA,11,362.0
LBN,11,255.0
LSO,11,20.0
LBR,11,61.0
LBY,11,224.0
LTU,11,637.0
LUX,11,115.0
MDG,11,800.0
MWI,11,461.0
MYS,11,4223.0
MDV,11,13.0
MLI,11,136.0
MLT,11,82.0
MRT,11,63.0
MUS,11,131.0
MEX,11,4143.0
MNG,11,41.0
MNE,11,137.0
MAR,11,1078.0
MOZ,11,611.0
MMR,11,1269.0
NAM,11,72.0
NPL,11,263.0
NZL,11,1037.0
NIC,11,192.0
NER,11,282.0
NGA,11,4029.0
MKD,11,64.0
NOR,11,1108.0
OMN,11,775.0
PAK,11,3986.0
PAN,11,138.0
PNG,11,268.0
PRY,11,212.0
PER,11,1591.0
PHL,11,2814.0
POL,11,6415.0
PRT,11,2042.0
QAT,11,354.0
MDA,11,103.0
ROU,11,2889.0
RUS,11,5466.0
RWA,11,170.0
LCA,11,6.0
WSM,11,7.0
STP,11,1.0
SAU,11,1192.0
SEN,11,190.0
SRB,11,407.0
SLE,11,93.0
SGP,11,1501.0
SVK,11,1068.0
SVN,11,509.0
SLB,11,11.0
SOM,11,441.0
ZAF,11,1751.0
SSD,11,160.0
ESP,11,9639.0
LKA,11,411.0
SDN,11,1001.0
SUR,11,14.0
SWE,11,2231.0
CHE,11,1573.0
SYR,11,801.0
TJK,11,94.0
TZA,11,890.0
THA,11,2072.0
NLD,11,3728.0
GMB,11,16.0
TLS,11,30.0
TGO,11,144.0
TTO,11,45.0
TUN,11,379.0
TUR,11,11792.0
TKM,11,78.0
UGA,11,1469.0
UKR,11,1480.0
ARE,11,1056.0
GBR,11,17830.0
URY,11,184.0
UZB,11,528.0
VUT,11,5.0
VEN,11,834.0
VNM,11,2752.0
YEM,11,712.0
ZMB,11,205.0
ZWE,11,397.0
USA,12,89427.0
AFG,12,444.0
ALB,12,63.0
DZA,12,1338.0
AGO,12,492.0
ARG,12,1431.0
ARM,12,74.0
AUS,12,7314.0
AUT,12,1638.0
AZE,12,269.0
BHS,12,45.0
BHR,12,205.0
BGD,12,1362.0
BRB,12,43.0
BLR,12,296.0
BEL,12,3942.0
BLZ,12,7.0
BEN,12,219.0
BTN,12,7.0
BOL,12,303.0
BIH,12,82.0
BWA,12,44.0
BRA,12,6283.0
BRN,12,103.0
BGR,12,941.0
BFA,12,223.0
BDI,12,220.0
CPV,12,16.0
KHM,12,495.0
CMR,12,625.0
CAN,12,9233.0
CAF,12,76.0
TCD,12,375.0
CHL,12,475.0
CHN,12,22454.0
COL,12,1533.0
COM,12,9.0
COD,12,1079.0
COG,12,209.0
CRI,12,183.0
CIV,12,439.0
HRV,12,743.0
CUB,12,428.0
CYP,12,253.0
CZE,12,1878.0
DNK,12,1311.0
DJI,12,20.0
DOM,12,312.0
ECU,12,676.0
EGY,12,4882.0
SLV,12,179.0
GNQ,12,24.0
ERI,12,81.0
EST,12,243.0
SWZ,12,10.0
ETH,12,2620.0
FJI,12,24.0
FIN,12,999.0
FRA,12,14260.0
GUF,12,9.0
PYF,12,47.0
GAB,12,37.0
GEO,12,506.0
DEU,12,18640.0
GHA,12,601.0
GRC,12,2134.0
GUM,12,14.0
GTM,12,457.0
GIN,12,157.0
GNB,12,26.0
GUY,12,15.0
HTI,12,185.0
HND,12,380.0
HUN,12,1964.0
ISL,12,67.0
IND,12,28260.0
IDN,12,8139.0
IRN,12,2891.0
IRQ,12,1404.0
IRL,12,1220.0
ISR,12,2008.0
ITA,12,12842.0
JAM,12,103.0
JPN,12,21038.0
JOR,12,414.0
KAZ,12,1337.0
KEN,12,1150.0
PRK,12,436.0
KOR,12,6589.0
KWT,12,742.0
KGZ,12,82.0
LAO,12,195.0
LVA,12,363.0
LBN,12,376.0
LSO,12,17.0
LBR,12,79.0
LBY,12,180.0
LTU,12,520.0
LUX,12,108.0
MDG,12,699.0
MWI,12,357.0
MYS,12,4352.0
MDV,12,14.0
MLI,12,188.0
MLT,12,87.0
MRT,12,55.0
MUS,12,138.0
MEX,12,3226.0
MNG,12,26.0
MNE,12,147.0
MAR,12,1065.0
MOZ,12,583.0
MMR,12,965.0
NAM,12,49.0
NPL,12,253.0
NZL,12,1084.0
NIC,12,134.0
NER,12,302.0
NGA,12,4811.0
MKD,12,42.0
NOR,12,1361.0
OMN,12,835.0
PAK,12,5161.0
PAN,12,120.0
PNG,12,255.0
PRY,12,269.0
PER,12,1174.0
PHL,12,2945.0
POL,12,5765.0
PRT,12,2320.0
QAT,12,354.0
MDA,12,117.0
ROU,12,2499.0
RUS,12,4059.0
RWA,12,263.0
LCA,12,6.0
WSM,12,6.0
STP,12,1.0
SAU,12,1023.0
SEN,12,155.0
SRB,12,370.0
SLE,12,71.0
SGP,12,1398.0
SVK,12,1146.0
SVN,12,503.0
SLB,12,12.0
SOM,12,328.0
ZAF,12,1611.0
SSD,12,140.0
ESP,12,10381.0
LKA,12,523.0
SDN,12,944.0
SUR,12,16.0
SWE,12,2015.0
CHE,12,1621.0
SYR,12,737.0
TJK,12,84.0
TZA,12,782.0
THA,12,1865.0
NLD,12,3404.0
GMB,12,18.0
TLS,12,22.0
TGO,12,108.0
TTO,12,35.0
TUN,12,358.0
TUR,12,12569.0
TKM,12,77.0
UGA,12,1265.0
UKR,12,1666.0
ARE,12,1291.0
GBR,12,16919.0
URY,12,185.0
UZB,12,452.0
VUT,12,6.0
VEN,12,956.0
VNM,12,2242.0
YEM,12,884.0
ZMB,12,218.0
ZWE,12,455.0
USA,13,94863.0
AFG,13,579.0
ALB,13,63.0
DZA,13,1139.0
AGO,13,429.0
ARG,13,1701.0
ARM,13,56.0
AUS,13,6294.0
AUT,13,1490.0
AZE,13,248.0
BHS,13,56.0
BHR,13,214.0
BGD,13,1871.0
BRB,13,44.0
BLR,13,358.0
BEL,13,2662.0
BLZ,13,5.0
BEN,13,195.0
BTN,13,8.0
BOL,13,234.0
BIH,13,114.0
BWA,13,36.0
BRA,13,4134.0
BRN,13,90.0
BGR,13,816.0
BFA,13,260.0
BDI,13,307.0
CPV,13,14.0
KHM,13,265.0
CMR,13,452.0
CAN,13,9043.0
CAF,13,92.0
TCD,13,317.0
CHL,13,603.0
CHN,13,32950.0
COL,13,2076.0
COM,13,11.0
COD,13,972.0
COG,13,222.0
CRI,13,232.0
CIV,13,465.0
HRV,13,727.0
CUB,13,416.0
CYP,13,259.0
CZE,13,1990.0
DNK,13,1360.0
DJI,13,22.0
DOM,13,296.0
ECU,13,766.0
EGY,13,3923.0
SLV,13,163.0
GNQ,13,23.0
ERI,13,91.0
EST,13,249.0
SWZ,13,12.0
ETH,13,2567.0
FJI,13,25.0
FIN,13,1209.0
FRA,13,15683.0
GUF,13,10.0
PYF,13,45.0
GAB,13,36.0
GEO,13,479.0
DEU,13,16693.0
GHA,13,506.0
GRC,13,2044.0
GUM,13,16.0
GTM,13,381.0
GIN,13,137.0
GNB,13,19.0
GUY,13,18.0
HTI,13,224.0
HND,13,385.0
HUN,13,1813.0
ISL,13,62.0
IND,13,17415.0
IDN,13,8583.0
IRN,13,2588.0
IRQ,13,1808.0
IRL,13,1239.0
ISR,13,2365.0
ITA,13,12727.0
JAM,13,93.0
JPN,13,23060.0
JOR,13,359.0
KAZ,13,1321.0
KEN,13,1427.0
PRK,13,546.0
KOR,13,7231.0
KWT,13,673.0
KGZ,13,72.0
LAO,13,195.0
LVA,13,405.0
LBN,13,384.0
LSO,13,16.0
LBR,13,79.0
LBY,13,195.0
LTU,13,594.0
LUX,13,124.0
MDG,13,899.0
MWI,13,368.0
MYS,13,4504.0
MDV,13,15.0
MLI,13,202.0
MLT,13,80.0
MRT,13,54.0
MUS,13,143.0
MEX,13,3922.0
MNG,13,43.0
MNE,13,128.0
MAR,13,1328.0
MOZ,13,675.0
MMR,13,1069.0
NAM,13,67.0
NPL,13,322.0
NZL,13,1037.0
NIC,13,168.0
NER,13,248.0
NGA,13,4524.0
MKD,13,51.0
NOR,13,1209.0
OMN,13,778.0
PAK,13,5355.0
PAN,13,119.0
PNG,13,308.0
PRY,13,227.0
PER,13,1203.0
PHL,13,3134.0
POL,13,6793.0
PRT,13,1920.0
QAT,13,380.0
MDA,13,139.0
ROU,13,2211.0
RUS,13,5181.0
RWA,13,184.0
LCA,13,7.0
WSM,13,7.0
STP,13,1.0
SAU,13,1168.0
SEN,13,246.0
SRB,13,423.0
SLE,13,87.0
SGP,13,1300.0
SVK,13,1014.0
SVN,13,515.0
SLB,13,13.0
SOM,13,429.0
ZAF,13,1461.0
SSD,13,160.0
ESP,13,8933.0
LKA,13,471.0
SDN,13,991.0
SUR,13,16.0
SWE,13,1927.0
CHE,13,1803.0
SYR,13,709.0
TJK,13,117.0
TZA,13,718.0
THA,13,1880.0
NLD,13,3888.0
GMB,13,17.0
TLS,13,27.0
TGO,13,146.0
TTO,13,53.0
TUN,13,327.0
TUR,13,14461.0
TKM,13,83.0
UGA,13,1220.0
UKR,13,1392.0
ARE,13,1110.0
GBR,13,15450.0
URY,13,160.0
UZB,13,522.0
VUT,13,6.0
VEN,13,872.0
VNM,13,2698.0
YEM,13,682.0
ZMB,13,313.0
ZWE,13,496.0
USA,14,97579.0
AFG,14,691.0
ALB,14,62.0
DZA,14,1127.0
AGO,14,515.0
ARG,14,2034.0
ARM,14,67.0
AUS,14,6502.0
AUT,14,1539.0
AZE,14,239.0
BHS,14,53.0
BHR,14,245.0
BGD,14,1655.0
BRB,14,48.0
BLR,14,272.0
BEL,14,3822.0
BLZ,14,6.0
BEN,14,242.0
BTN,14,8.0
BOL,14,248.0
BIH,14,104.0
BWA,14,42.0
BRA,14,4587.0
BRN,14,83.0
BGR,14,727.0
BFA,14,190.0
BDI,14,149.0
CPV,14,16.0
KHM,14,259.0
CMR,14,701.0
CAN,14,8605.0
CAF,14,109.0
TCD,14,263.0
CHL,14,572.0
CHN,14,28261.0
COL,14,2193.0
COM,14,15.0
COD,14,1306.0
COG,14,244.0
CRI,14,193.0
CIV,14,523.0
HRV,14,771.0
CUB,14,309.0
CYP,14,326.0
CZE,14,2102.0
DNK,14,1404.0
DJI,14,24.0
DOM,14,262.0
ECU,14,601.0
EGY,14,3665.0
SLV,14,208.0
GNQ,14,29.0
ERI,14,92.0
EST,14,251.0
SWZ,14,14.0
ETH,14,2392.0
FJI,14,23.0
FIN,14,1253.0
FRA,14,15598.0
GUF,14,13.0
PYF,14,43.0
GAB,14,34.0
GEO,14,520.0
DEU,14,18978.0
GHA,14,620.0
GRC,14,2324.0
GUM,14,15.0
GTM,14,367.0
GIN,14,183.0
GNB,14,17.0
GUY,14,21.0
HTI,14,200.0
HND,14,307.0
HUN,14,1742.0
ISL,14,54.0
IND,14,20060.0
IDN,14,10679.0
IRN,14,2857.0
IRQ,14,1325.0
IRL,14,1316.0
ISR,14,2557.0
ITA,14,16300.0
JAM,14,90.0
JPN,14,25539.0
JOR,14,419.0
KAZ,14,1265.0
KEN,14,1350.0
PRK,14,404.0
KOR,14,6696.0
KWT,14,724.0
KGZ,14,85.0
LAO,14,194.0
LVA,14,345.0
LBN,14,355.0
LSO,14,18.0
LBR,14,84.0
LBY,14,219.0
LTU,14,617.0
LUX,14,120.0
MDG,14,786.0
MWI,14,274.0
MYS,14,3647.0
MDV,14,12.0
MLI,14,179.0
MLT,14,79.0
MRT,14,45.0
MUS,14,141.0
MEX,14,2909.0
MNG,14,41.0
MNE,14,147.0
MAR,14,1169.0
MOZ,14,538.0
MMR,14,780.0
NAM,14,70.0
NPL,14,346.0
NZL,14,1152.0
NIC,14,184.0
NER,14,247.0
NGA,14,4893.0
MKD,14,55.0
NOR,14,1424.0
OMN,14,839.0
PAK,14,5049.0
PAN,14,122.0
PNG,14,216.0
PRY,14,242.0
PER,14,1326.0
PHL,14,3199.0
POL,14,5261.0
PRT,14,2014.0
QAT,14,297.0
MDA,14,114.0
ROU,14,2921.0
RUS,14,4690.0
RWA,14,201.0
LCA,14,8.0
WSM,14,6.0
STP,14,1.0
SAU,14,956.0
SEN,14,196.0
SRB,14,329.0
SLE,14,66.0
SGP,14,1522.0
SVK,14,1044.0
SVN,14,599.0
SLB,14,14.0
SOM,14,442.0
ZAF,14,1691.0
SSD,14,135.0
ESP,14,9451.0
LKA,14,596.0
SDN,14,1234.0
SUR,14,17.0
SWE,14,1837.0
CHE,14,1863.0
SYR,14,667.0
TJK,14,89.0
TZA,14,830.0
THA,14,1908.0
NLD,14,4322.0
GMB,14,16.0
TLS,14,25.0
TGO,14,171.0
TTO,14,52.0
TUN,14,236.0
TUR,14,16009.0
TKM,14,78.0
UGA,14,1056.0
UKR,14,1124.0
ARE,14,1094.0
GBR,14,15874.0
URY,14,156.0
UZB,14,492.0
VUT,14,6.0
VEN,14,748.0
VNM,14,2187.0
YEM,14,809.0
ZMB,14,340.0
ZWE,14,430.0
USA,15,99017.0
AFG,15,470.0
ALB,15,66.0
DZA,15,1281.0
AGO,15,554.0
ARG,15,1099.0
ARM,15,77.0
AUS,15,7319.0
AUT,15,1784.0
AZE,15,174.0
BHS,15,47.0
BHR,15,218.0
BGD,15,1771.0
BRB,15,47.0
BLR,15,359.0
BEL,15,3647.0
BLZ,15,6.0
BEN,15,223.0
BTN,15,7.0
BOL,15,165.0
BIH,15,87.0
BWA,15,36.0
BRA,15,5253.0
BRN,15,91.0
BGR,15,867.0
BFA,15,205.0
BDI,15,255.0
