ISO,quality,scenario,xi_qp
IRL,2.0,6,1
IRL,3.0,6,1
ITA,1.0,6,1
ITA,2.0,6,1
ITA,3.0,6,1
PRT,1.0,6,1
PRT,2.0,6,1
PRT,3.0,6,1
RUS,1.0,6,1
RUS,2.0,6,0
RUS,3.0,6,1
ESP,1.0,6,1
ESP,2.0,6,1
ESP,3.0,6,1
CHE,1.0,6,1
CHE,2.0,6,1
CHE,3.0,6,1
NLD,1.0,6,1
NLD,2.0,6,1
NLD,3.0,6,1
GBR,1.0,6,1
GBR,2.0,6,1
GBR,3.0,6,1
USA,1.0,6,1
USA,2.0,6,1
USA,3.0,6,1
CAN,1.0,6,1
CAN,2.0,6,1
CAN,3.0,6,1
CRI,1.0,6,1
CRI,2.0,6,1
CRI,3.0,6,1
DOM,1.0,6,1
DOM,2.0,6,1
DOM,3.0,6,1
SLV,1.0,6,1
SLV,2.0,6,1
SLV,3.0,6,1
GTM,1.0,6,1
GTM,2.0,6,1
GTM,3.0,6,0
HND,1.0,6,1
HND,2.0,6,1
HND,3.0,6,1
MEX,1.0,6,0
MEX,2.0,6,0
MEX,3.0,6,1
NIC,1.0,6,1
NIC,2.0,6,1
NIC,3.0,6,1
PAN,1.0,6,0
PAN,2.0,6,1
PAN,3.0,6,1
AUS,1.0,6,1
AUS,2.0,6,1
AUS,3.0,6,1
NZL,1.0,6,1
NZL,2.0,6,1
NZL,3.0,6,1
PNG,1.0,6,1
PNG,2.0,6,1
PNG,3.0,6,1
ARG,1.0,6,1
ARG,2.0,6,1
ARG,3.0,6,1
BOL,1.0,6,1
BOL,2.0,6,1
BOL,3.0,6,1
BRA,1.0,6,1
BRA,2.0,6,1
BRA,3.0,6,1
CHL,1.0,6,1
CHL,2.0,6,1
CHL,3.0,6,1
COL,1.0,6,1
COL,2.0,6,1
COL,3.0,6,1
ECU,1.0,6,1
ECU,2.0,6,1
ECU,3.0,6,1
PRY,1.0,6,1
PRY,2.0,6,1
PRY,3.0,6,1
PER,1.0,6,1
PER,2.0,6,1
PER,3.0,6,1
URY,1.0,6,1
URY,2.0,6,1
URY,3.0,6,1
DZA,1.0,7,1
DZA,2.0,7,1
DZA,3.0,7,1
AGO,1.0,7,1
AGO,2.0,7,1
AGO,3.0,7,1
EGY,1.0,7,1
EGY,2.0,7,1
EGY,3.0,7,1
GHA,1.0,7,0
GHA,2.0,7,1
GHA,3.0,7,1
KEN,1.0,7,1
KEN,2.0,7,1
KEN,3.0,7,1
MDG,1.0,7,1
MDG,2.0,7,1
MDG,3.0,7,1
MRT,1.0,7,1
MRT,2.0,7,1
MRT,3.0,7,1
MAR,1.0,7,1
MAR,2.0,7,1
MAR,3.0,7,1
NGA,1.0,7,1
NGA,2.0,7,0
NGA,3.0,7,1
ZAF,1.0,7,1
ZAF,2.0,7,1
ZAF,3.0,7,1
SDN,1.0,7,1
SDN,2.0,7,1
SDN,3.0,7,1
TUN,1.0,7,1
TUN,2.0,7,1
TUN,3.0,7,1
ZWE,1.0,7,1
ZWE,2.0,7,1
ZWE,3.0,7,1
CHN,1.0,7,1
CHN,2.0,7,1
CHN,3.0,7,1
IND,1.0,7,1
IND,2.0,7,1
IND,3.0,7,1
IDN,1.0,7,1
IDN,2.0,7,1
IDN,3.0,7,1
JPN,1.0,7,1
JPN,2.0,7,1
JPN,3.0,7,1
KOR,1.0,7,1
KOR,2.0,7,1
KOR,3.0,7,1
MYS,1.0,7,1
MYS,2.0,7,1
MYS,3.0,7,1
MMR,1.0,7,1
MMR,2.0,7,1
MMR,3.0,7,1
PAK,1.0,7,1
PAK,2.0,7,1
PAK,3.0,7,1
PHL,1.0,7,1
PHL,2.0,7,1
PHL,3.0,7,1
LKA,1.0,7,1
LKA,2.0,7,1
LKA,3.0,7,1
THA,1.0,7,1
THA,2.0,7,1
THA,3.0,7,1
VNM,1.0,7,1
VNM,2.0,7,1
VNM,3.0,7,1
AUT,1.0,7,1
AUT,2.0,7,1
AUT,3.0,7,1
BEL,1.0,7,0
BEL,2.0,7,1
BEL,3.0,7,1
FRA,1.0,7,1
FRA,2.0,7,1
FRA,3.0,7,1
DEU,1.0,7,1
DEU,2.0,7,1
DEU,3.0,7,1
GRC,1.0,7,1
GRC,2.0,7,1
GRC,3.0,7,1
IRL,1.0,7,1
IRL,2.0,7,1
IRL,3.0,7,1
ITA,1.0,7,1
ITA,2.0,7,1
ITA,3.0,7,1
PRT,1.0,7,1
PRT,2.0,7,1
PRT,3.0,7,1
RUS,1.0,7,1
RUS,2.0,7,1
RUS,3.0,7,1
ESP,1.0,7,1
ESP,2.0,7,1
ESP,3.0,7,1
CHE,1.0,7,0
CHE,2.0,7,1
CHE,3.0,7,1
NLD,1.0,7,1
NLD,2.0,7,1
NLD,3.0,7,1
GBR,1.0,7,1
GBR,2.0,7,1
GBR,3.0,7,1
USA,1.0,7,1
USA,2.0,7,1
USA,3.0,7,1
CAN,1.0,7,1
CAN,2.0,7,1
CAN,3.0,7,1
CRI,1.0,7,1
CRI,2.0,7,1
CRI,3.0,7,1
DOM,1.0,7,1
DOM,2.0,7,1
DOM,3.0,7,1
SLV,1.0,7,1
SLV,2.0,7,1
SLV,3.0,7,1
GTM,1.0,7,1
GTM,2.0,7,1
GTM,3.0,7,1
HND,1.0,7,1
HND,2.0,7,1
HND,3.0,7,1
MEX,1.0,7,1
MEX,2.0,7,1
MEX,3.0,7,1
NIC,1.0,7,1
NIC,2.0,7,1
NIC,3.0,7,1
PAN,1.0,7,1
PAN,2.0,7,1
PAN,3.0,7,1
AUS,1.0,7,1
AUS,2.0,7,1
AUS,3.0,7,1
NZL,1.0,7,1
NZL,2.0,7,1
NZL,3.0,7,1
PNG,1.0,7,1
PNG,2.0,7,1
PNG,3.0,7,1
ARG,1.0,7,1
ARG,2.0,7,1
ARG,3.0,7,1
BOL,1.0,7,1
BOL,2.0,7,1
BOL,3.0,7,1
BRA,1.0,7,1
BRA,2.0,7,1
BRA,3.0,7,1
CHL,1.0,7,1
CHL,2.0,7,1
CHL,3.0,7,1
COL,1.0,7,1
COL,2.0,7,1
COL,3.0,7,1
ECU,1.0,7,1
ECU,2.0,7,1
ECU,3.0,7,1
PRY,1.0,7,1
PRY,2.0,7,1
PRY,3.0,7,1
PER,1.0,7,1
PER,2.0,7,1
PER,3.0,7,1
URY,1.0,7,1
URY,2.0,7,1
URY,3.0,7,1
DZA,1.0,8,1
DZA,2.0,8,1
DZA,3.0,8,1
AGO,1.0,8,1
AGO,2.0,8,1
AGO,3.0,8,1
EGY,1.0,8,1
EGY,2.0,8,0
EGY,3.0,8,1
GHA,1.0,8,1
GHA,2.0,8,0
GHA,3.0,8,1
KEN,1.0,8,1
KEN,2.0,8,1
KEN,3.0,8,1
MDG,1.0,8,1
MDG,2.0,8,1
MDG,3.0,8,1
MRT,1.0,8,1
MRT,2.0,8,1
MRT,3.0,8,1
MAR,1.0,8,1
MAR,2.0,8,1
MAR,3.0,8,1
NGA,1.0,8,1
NGA,2.0,8,1
NGA,3.0,8,1
ZAF,1.0,8,0
ZAF,2.0,8,1
ZAF,3.0,8,1
SDN,1.0,8,1
SDN,2.0,8,1
SDN,3.0,8,1
TUN,1.0,8,1
TUN,2.0,8,1
TUN,3.0,8,1
ZWE,1.0,8,1
ZWE,2.0,8,1
ZWE,3.0,8,1
CHN,1.0,8,1
CHN,2.0,8,1
CHN,3.0,8,1
IND,1.0,8,1
IND,2.0,8,1
IND,3.0,8,1
IDN,1.0,8,1
IDN,2.0,8,1
IDN,3.0,8,1
JPN,1.0,8,1
JPN,2.0,8,1
JPN,3.0,8,1
KOR,1.0,8,1
KOR,2.0,8,1
KOR,3.0,8,1
MYS,1.0,8,1
MYS,2.0,8,1
MYS,3.0,8,1
MMR,1.0,8,1
MMR,2.0,8,1
MMR,3.0,8,1
PAK,1.0,8,1
PAK,2.0,8,1
PAK,3.0,8,1
PHL,1.0,8,1
PHL,2.0,8,1
PHL,3.0,8,1
LKA,1.0,8,1
LKA,2.0,8,1
LKA,3.0,8,1
THA,1.0,8,1
THA,2.0,8,1
THA,3.0,8,1
VNM,1.0,8,1
VNM,2.0,8,1
VNM,3.0,8,1
AUT,1.0,8,1
AUT,2.0,8,1
AUT,3.0,8,1
BEL,1.0,8,1
BEL,2.0,8,1
BEL,3.0,8,1
FRA,1.0,8,1
FRA,2.0,8,1
FRA,3.0,8,1
DEU,1.0,8,1
DEU,2.0,8,1
DEU,3.0,8,1
GRC,1.0,8,1
GRC,2.0,8,1
GRC,3.0,8,1
IRL,1.0,8,1
IRL,2.0,8,1
IRL,3.0,8,1
ITA,1.0,8,1
ITA,2.0,8,1
ITA,3.0,8,1
PRT,1.0,8,1
PRT,2.0,8,1
PRT,3.0,8,1
RUS,1.0,8,1
RUS,2.0,8,1
RUS,3.0,8,1
ESP,1.0,8,1
ESP,2.0,8,1
ESP,3.0,8,1
CHE,1.0,8,1
CHE,2.0,8,1
CHE,3.0,8,1
NLD,1.0,8,1
NLD,2.0,8,1
NLD,3.0,8,1
GBR,1.0,8,1
GBR,2.0,8,1
GBR,3.0,8,1
USA,1.0,8,1
USA,2.0,8,1
USA,3.0,8,1
CAN,1.0,8,1
CAN,2.0,8,1
CAN,3.0,8,1
CRI,1.0,8,1
CRI,2.0,8,1
CRI,3.0,8,1
DOM,1.0,8,1
DOM,2.0,8,1
DOM,3.0,8,1
SLV,1.0,8,1
SLV,2.0,8,1
SLV,3.0,8,1
GTM,1.0,8,1
GTM,2.0,8,1
GTM,3.0,8,1
HND,1.0,8,1
HND,2.0,8,1
HND,3.0,8,1
MEX,1.0,8,1
MEX,2.0,8,1
MEX,3.0,8,1
NIC,1.0,8,0
NIC,2.0,8,1
NIC,3.0,8,1
PAN,1.0,8,1
PAN,2.0,8,1
PAN,3.0,8,1
AUS,1.0,8,1
AUS,2.0,8,1
AUS,3.0,8,1
NZL,1.0,8,1
NZL,2.0,8,1
NZL,3.0,8,1
PNG,1.0,8,1
PNG,2.0,8,1
PNG,3.0,8,1
ARG,1.0,8,1
ARG,2.0,8,1
ARG,3.0,8,1
BOL,1.0,8,1
BOL,2.0,8,1
BOL,3.0,8,1
BRA,1.0,8,1
BRA,2.0,8,1
BRA,3.0,8,1
CHL,1.0,8,1
CHL,2.0,8,1
CHL,3.0,8,1
COL,1.0,8,1
COL,2.0,8,1
COL,3.0,8,1
ECU,1.0,8,1
ECU,2.0,8,1
ECU,3.0,8,1
PRY,1.0,8,1
PRY,2.0,8,1
PRY,3.0,8,1
PER,1.0,8,1
PER,2.0,8,1
PER,3.0,8,1
URY,1.0,8,1
URY,2.0,8,1
URY,3.0,8,1
DZA,1.0,9,1
DZA,2.0,9,1
DZA,3.0,9,1
AGO,1.0,9,1
AGO,2.0,9,1
AGO,3.0,9,1
EGY,1.0,9,1
EGY,2.0,9,1
EGY,3.0,9,1
GHA,1.0,9,1
GHA,2.0,9,1
GHA,3.0,9,1
KEN,1.0,9,1
KEN,2.0,9,1
KEN,3.0,9,1
MDG,1.0,9,1
MDG,2.0,9,1
MDG,3.0,9,1
MRT,1.0,9,1
MRT,2.0,9,1
MRT,3.0,9,1
MAR,1.0,9,1
MAR,2.0,9,1
MAR,3.0,9,1
NGA,1.0,9,1
NGA,2.0,9,1
NGA,3.0,9,1
ZAF,1.0,9,1
ZAF,2.0,9,1
ZAF,3.0,9,1
SDN,1.0,9,1
SDN,2.0,9,1
SDN,3.0,9,1
TUN,1.0,9,0
TUN,2.0,9,1
TUN,3.0,9,1
ZWE,1.0,9,1
ZWE,2.0,9,1
ZWE,3.0,9,1
CHN,1.0,9,1
CHN,2.0,9,1
CHN,3.0,9,1
IND,1.0,9,1
IND,2.0,9,1
IND,3.0,9,1
IDN,1.0,9,1
IDN,2.0,9,1
IDN,3.0,9,1
JPN,1.0,9,0
JPN,2.0,9,1
JPN,3.0,9,1
KOR,1.0,9,1
KOR,2.0,9,1
KOR,3.0,9,1
MYS,1.0,9,1
MYS,2.0,9,1
MYS,3.0,9,1
MMR,1.0,9,1
MMR,2.0,9,1
MMR,3.0,9,1
PAK,1.0,9,1
PAK,2.0,9,1
PAK,3.0,9,1
PHL,1.0,9,1
PHL,2.0,9,1
PHL,3.0,9,1
LKA,1.0,9,1
LKA,2.0,9,1
LKA,3.0,9,1
THA,1.0,9,1
THA,2.0,9,1
THA,3.0,9,1
VNM,1.0,9,1
VNM,2.0,9,1
VNM,3.0,9,1
AUT,1.0,9,1
AUT,2.0,9,1
AUT,3.0,9,1
BEL,1.0,9,1
BEL,2.0,9,1
BEL,3.0,9,1
FRA,1.0,9,1
FRA,2.0,9,0
FRA,3.0,9,1
DEU,1.0,9,1
DEU,2.0,9,1
DEU,3.0,9,1
GRC,1.0,9,1
GRC,2.0,9,1
GRC,3.0,9,1
IRL,1.0,9,1
IRL,2.0,9,0
IRL,3.0,9,1
ITA,1.0,9,1
ITA,2.0,9,1
ITA,3.0,9,1
PRT,1.0,9,1
PRT,2.0,9,1
PRT,3.0,9,1
RUS,1.0,9,1
RUS,2.0,9,1
RUS,3.0,9,1
ESP,1.0,9,1
ESP,2.0,9,1
ESP,3.0,9,1
CHE,1.0,9,1
CHE,2.0,9,1
CHE,3.0,9,1
NLD,1.0,9,1
NLD,2.0,9,1
NLD,3.0,9,1
GBR,1.0,9,1
GBR,2.0,9,1
GBR,3.0,9,1
USA,1.0,9,1
USA,2.0,9,1
USA,3.0,9,1
CAN,1.0,9,1
CAN,2.0,9,1
CAN,3.0,9,1
CRI,1.0,9,1
CRI,2.0,9,0
CRI,3.0,9,1
DOM,1.0,9,0
DOM,2.0,9,1
DOM,3.0,9,1
SLV,1.0,9,1
SLV,2.0,9,1
SLV,3.0,9,1
GTM,1.0,9,1
GTM,2.0,9,1
GTM,3.0,9,1
HND,1.0,9,1
HND,2.0,9,1
HND,3.0,9,1
MEX,1.0,9,1
MEX,2.0,9,1
MEX,3.0,9,1
NIC,1.0,9,1
NIC,2.0,9,1
NIC,3.0,9,1
PAN,1.0,9,1
PAN,2.0,9,1
PAN,3.0,9,1
AUS,1.0,9,1
AUS,2.0,9,1
AUS,3.0,9,1
NZL,1.0,9,1
NZL,2.0,9,1
NZL,3.0,9,1
PNG,1.0,9,0
PNG,2.0,9,1
PNG,3.0,9,1
ARG,1.0,9,1
ARG,2.0,9,1
ARG,3.0,9,1
BOL,1.0,9,1
BOL,2.0,9,1
BOL,3.0,9,1
BRA,1.0,9,1
BRA,2.0,9,1
BRA,3.0,9,1
CHL,1.0,9,1
CHL,2.0,9,1
CHL,3.0,9,1
COL,1.0,9,1
COL,2.0,9,1
COL,3.0,9,1
ECU,1.0,9,1
ECU,2.0,9,1
ECU,3.0,9,1
PRY,1.0,9,1
PRY,2.0,9,1
PRY,3.0,9,1
PER,1.0,9,1
PER,2.0,9,1
PER,3.0,9,1
URY,1.0,9,1
URY,2.0,9,1
URY,3.0,9,1
DZA,1.0,10,1
DZA,2.0,10,1
DZA,3.0,10,1
AGO,1.0,10,1
AGO,2.0,10,1
AGO,3.0,10,1
EGY,1.0,10,1
EGY,2.0,10,1
EGY,3.0,10,1
GHA,1.0,10,1
GHA,2.0,10,1
GHA,3.0,10,1
KEN,1.0,10,1
KEN,2.0,10,1
KEN,3.0,10,1
MDG,1.0,10,1
MDG,2.0,10,1
MDG,3.0,10,1
MRT,1.0,10,1
MRT,2.0,10,1
MRT,3.0,10,1
MAR,1.0,10,1
MAR,2.0,10,1
MAR,3.0,10,1
NGA,1.0,10,1
NGA,2.0,10,1
NGA,3.0,10,1
ZAF,1.0,10,1
ZAF,2.0,10,1
ZAF,3.0,10,1
SDN,1.0,10,1
SDN,2.0,10,1
SDN,3.0,10,1
TUN,1.0,10,1
TUN,2.0,10,1
TUN,3.0,10,1
ZWE,1.0,10,0
ZWE,2.0,10,1
ZWE,3.0,10,1
CHN,1.0,10,1
CHN,2.0,10,1
CHN,3.0,10,1
IND,1.0,10,1
IND,2.0,10,1
IND,3.0,10,1
IDN,1.0,10,1
IDN,2.0,10,1
IDN,3.0,10,1
JPN,1.0,10,1
JPN,2.0,10,1
JPN,3.0,10,1
KOR,1.0,10,1
KOR,2.0,10,1
KOR,3.0,10,1
MYS,1.0,10,1
MYS,2.0,10,1
MYS,3.0,10,1
MMR,1.0,10,1
MMR,2.0,10,1
MMR,3.0,10,1
PAK,1.0,10,1
PAK,2.0,10,1
PAK,3.0,10,1
PHL,1.0,10,1
PHL,2.0,10,1
PHL,3.0,10,0
LKA,1.0,10,1
LKA,2.0,10,1
LKA,3.0,10,1
THA,1.0,10,1
THA,2.0,10,1
THA,3.0,10,1
VNM,1.0,10,1
VNM,2.0,10,1
VNM,3.0,10,1
AUT,1.0,10,1
AUT,2.0,10,1
AUT,3.0,10,1
BEL,1.0,10,1
BEL,2.0,10,1
BEL,3.0,10,1
FRA,1.0,10,1
FRA,2.0,10,1
FRA,3.0,10,1
DEU,1.0,10,1
DEU,2.0,10,1
DEU,3.0,10,1
GRC,1.0,10,1
GRC,2.0,10,1
GRC,3.0,10,1
IRL,1.0,10,1
IRL,2.0,10,1
IRL,3.0,10,1
ITA,1.0,10,1
ITA,2.0,10,1
ITA,3.0,10,1
PRT,1.0,10,1
PRT,2.0,10,1
PRT,3.0,10,1
RUS,1.0,10,1
RUS,2.0,10,1
RUS,3.0,10,1
ESP,1.0,10,1
ESP,2.0,10,1
ESP,3.0,10,1
CHE,1.0,10,1
CHE,2.0,10,1
CHE,3.0,10,1
NLD,1.0,10,1
NLD,2.0,10,1
NLD,3.0,10,1
GBR,1.0,10,1
GBR,2.0,10,1
GBR,3.0,10,1
USA,1.0,10,1
USA,2.0,10,1
USA,3.0,10,1
CAN,1.0,10,1
CAN,2.0,10,1
CAN,3.0,10,1
CRI,1.0,10,1
CRI,2.0,10,1
CRI,3.0,10,1
DOM,1.0,10,1
DOM,2.0,10,1
DOM,3.0,10,1
SLV,1.0,10,1
SLV,2.0,10,1
SLV,3.0,10,1
GTM,1.0,10,1
GTM,2.0,10,1
GTM,3.0,10,1
HND,1.0,10,1
HND,2.0,10,1
HND,3.0,10,1
MEX,1.0,10,0
MEX,2.0,10,1
MEX,3.0,10,1
NIC,1.0,10,1
NIC,2.0,10,1
NIC,3.0,10,1
PAN,1.0,10,1
PAN,2.0,10,1
PAN,3.0,10,1
AUS,1.0,10,1
AUS,2.0,10,1
AUS,3.0,10,1
NZL,1.0,10,1
NZL,2.0,10,1
NZL,3.0,10,1
PNG,1.0,10,1
PNG,2.0,10,1
PNG,3.0,10,1
ARG,1.0,10,1
ARG,2.0,10,1
ARG,3.0,10,1
BOL,1.0,10,1
BOL,2.0,10,1
BOL,3.0,10,1
BRA,1.0,10,1
BRA,2.0,10,1
BRA,3.0,10,1
CHL,1.0,10,1
CHL,2.0,10,1
CHL,3.0,10,1
COL,1.0,10,1
COL,2.0,10,1
COL,3.0,10,1
ECU,1.0,10,1
ECU,2.0,10,1
ECU,3.0,10,1
PRY,1.0,10,1
PRY,2.0,10,1
PRY,3.0,10,1
PER,1.0,10,1
PER,2.0,10,1
PER,3.0,10,1
URY,1.0,10,1
URY,2.0,10,1
URY,3.0,10,1
DZA,1.0,11,1
DZA,2.0,11,1
DZA,3.0,11,1
AGO,1.0,11,1
AGO,2.0,11,1
AGO,3.0,11,1
EGY,1.0,11,1
EGY,2.0,11,1
EGY,3.0,11,1
GHA,1.0,11,1
GHA,2.0,11,1
GHA,3.0,11,1
KEN,1.0,11,1
KEN,2.0,11,1
KEN,3.0,11,1
MDG,1.0,11,1
MDG,2.0,11,1
MDG,3.0,11,1
MRT,1.0,11,1
MRT,2.0,11,1
MRT,3.0,11,1
MAR,1.0,11,1
MAR,2.0,11,1
MAR,3.0,11,1
NGA,1.0,11,1
NGA,2.0,11,1
NGA,3.0,11,1
ZAF,1.0,11,1
ZAF,2.0,11,1
ZAF,3.0,11,1
SDN,1.0,11,0
SDN,2.0,11,1
SDN,3.0,11,1
TUN,1.0,11,1
TUN,2.0,11,1
TUN,3.0,11,1
ZWE,1.0,11,1
ZWE,2.0,11,1
ZWE,3.0,11,1
CHN,1.0,11,1
CHN,2.0,11,1
CHN,3.0,11,1
IND,1.0,11,1
IND,2.0,11,1
IND,3.0,11,1
IDN,1.0,11,1
IDN,2.0,11,1
IDN,3.0,11,1
JPN,1.0,11,1
JPN,2.0,11,1
JPN,3.0,11,1
KOR,1.0,11,1
KOR,2.0,11,1
KOR,3.0,11,1
MYS,1.0,11,1
MYS,2.0,11,1
MYS,3.0,11,1
MMR,1.0,11,1
MMR,2.0,11,1
MMR,3.0,11,1
PAK,1.0,11,1
PAK,2.0,11,1
PAK,3.0,11,1
PHL,1.0,11,1
PHL,2.0,11,1
PHL,3.0,11,1
LKA,1.0,11,1
LKA,2.0,11,1
LKA,3.0,11,1
THA,1.0,11,1
THA,2.0,11,1
THA,3.0,11,1
VNM,1.0,11,1
VNM,2.0,11,1
VNM,3.0,11,1
AUT,1.0,11,1
AUT,2.0,11,1
AUT,3.0,11,1
BEL,1.0,11,1
BEL,2.0,11,1
BEL,3.0,11,1
FRA,1.0,11,1
FRA,2.0,11,1
FRA,3.0,11,1
DEU,1.0,11,1
DEU,2.0,11,1
DEU,3.0,11,1
GRC,1.0,11,0
GRC,2.0,11,1
GRC,3.0,11,1
IRL,1.0,11,1
IRL,2.0,11,1
IRL,3.0,11,1
ITA,1.0,11,1
ITA,2.0,11,1
ITA,3.0,11,1
PRT,1.0,11,1
PRT,2.0,11,1
PRT,3.0,11,1
RUS,1.0,11,1
RUS,2.0,11,1
RUS,3.0,11,1
ESP,1.0,11,1
ESP,2.0,11,1
ESP,3.0,11,1
CHE,1.0,11,0
CHE,2.0,11,1
CHE,3.0,11,1
NLD,1.0,11,1
NLD,2.0,11,1
NLD,3.0,11,1
GBR,1.0,11,1
GBR,2.0,11,1
GBR,3.0,11,1
USA,1.0,11,1
USA,2.0,11,1
USA,3.0,11,1
CAN,1.0,11,1
CAN,2.0,11,1
CAN,3.0,11,1
CRI,1.0,11,1
CRI,2.0,11,1
CRI,3.0,11,1
DOM,1.0,11,1
DOM,2.0,11,1
DOM,3.0,11,0
SLV,1.0,11,1
SLV,2.0,11,1
SLV,3.0,11,1
GTM,1.0,11,1
GTM,2.0,11,1
GTM,3.0,11,1
HND,1.0,11,1
HND,2.0,11,1
HND,3.0,11,1
MEX,1.0,11,1
MEX,2.0,11,1
MEX,3.0,11,1
NIC,1.0,11,1
NIC,2.0,11,1
NIC,3.0,11,1
PAN,1.0,11,1
PAN,2.0,11,1
PAN,3.0,11,1
AUS,1.0,11,1
AUS,2.0,11,1
AUS,3.0,11,1
NZL,1.0,11,1
NZL,2.0,11,1
NZL,3.0,11,1
PNG,1.0,11,1
PNG,2.0,11,1
PNG,3.0,11,1
ARG,1.0,11,1
ARG,2.0,11,1
ARG,3.0,11,1
BOL,1.0,11,1
BOL,2.0,11,1
BOL,3.0,11,1
BRA,1.0,11,1
BRA,2.0,11,1
BRA,3.0,11,1
CHL,1.0,11,1
CHL,2.0,11,1
CHL,3.0,11,1
COL,1.0,11,1
COL,2.0,11,1
COL,3.0,11,1
ECU,1.0,11,1
ECU,2.0,11,1
ECU,3.0,11,1
PRY,1.0,11,0
PRY,2.0,11,1
PRY,3.0,11,1
PER,1.0,11,1
PER,2.0,11,1
PER,3.0,11,1
URY,1.0,11,1
URY,2.0,11,1
URY,3.0,11,1
DZA,1.0,12,1
DZA,2.0,12,1
DZA,3.0,12,1
AGO,1.0,12,1
AGO,2.0,12,1
AGO,3.0,12,1
EGY,1.0,12,0
EGY,2.0,12,1
EGY,3.0,12,1
GHA,1.0,12,1
GHA,2.0,12,1
GHA,3.0,12,1
KEN,1.0,12,1
KEN,2.0,12,1
KEN,3.0,12,1
MDG,1.0,12,1
MDG,2.0,12,1
MDG,3.0,12,1
MRT,1.0,12,1
MRT,2.0,12,1
MRT,3.0,12,1
MAR,1.0,12,1
MAR,2.0,12,1
MAR,3.0,12,1
NGA,1.0,12,1
NGA,2.0,12,1
NGA,3.0,12,1
ZAF,1.0,12,1
ZAF,2.0,12,1
ZAF,3.0,12,1
SDN,1.0,12,1
SDN,2.0,12,1
SDN,3.0,12,1
TUN,1.0,12,1
TUN,2.0,12,1
TUN,3.0,12,1
ZWE,1.0,12,1
ZWE,2.0,12,1
ZWE,3.0,12,1
CHN,1.0,12,1
CHN,2.0,12,1
CHN,3.0,12,1
IND,1.0,12,1
IND,2.0,12,1
IND,3.0,12,1
IDN,1.0,12,1
IDN,2.0,12,1
IDN,3.0,12,1
JPN,1.0,12,1
JPN,2.0,12,1
JPN,3.0,12,1
KOR,1.0,12,1
KOR,2.0,12,1
KOR,3.0,12,1
MYS,1.0,12,1
MYS,2.0,12,1
MYS,3.0,12,1
MMR,1.0,12,1
MMR,2.0,12,1
MMR,3.0,12,1
PAK,1.0,12,1
PAK,2.0,12,1
PAK,3.0,12,1
PHL,1.0,12,1
PHL,2.0,12,1
PHL,3.0,12,1
LKA,1.0,12,1
LKA,2.0,12,1
LKA,3.0,12,1
THA,1.0,12,1
THA,2.0,12,1
THA,3.0,12,1
VNM,1.0,12,1
VNM,2.0,12,1
VNM,3.0,12,1
AUT,1.0,12,1
AUT,2.0,12,1
AUT,3.0,12,1
BEL,1.0,12,1
BEL,2.0,12,1
BEL,3.0,12,1
FRA,1.0,12,1
FRA,2.0,12,1
FRA,3.0,12,1
DEU,1.0,12,1
DEU,2.0,12,1
DEU,3.0,12,1
GRC,1.0,12,1
GRC,2.0,12,1
GRC,3.0,12,1
IRL,1.0,12,1
IRL,2.0,12,1
IRL,3.0,12,1
ITA,1.0,12,1
ITA,2.0,12,1
ITA,3.0,12,1
PRT,1.0,12,1
PRT,2.0,12,1
PRT,3.0,12,1
RUS,1.0,12,1
RUS,2.0,12,1
RUS,3.0,12,1
ESP,1.0,12,1
ESP,2.0,12,1
ESP,3.0,12,1
CHE,1.0,12,1
CHE,2.0,12,1
CHE,3.0,12,1
NLD,1.0,12,1
NLD,2.0,12,1
NLD,3.0,12,1
GBR,1.0,12,1
GBR,2.0,12,1
GBR,3.0,12,1
USA,1.0,12,1
USA,2.0,12,1
USA,3.0,12,1
CAN,1.0,12,1
CAN,2.0,12,1
CAN,3.0,12,1
CRI,1.0,12,1
CRI,2.0,12,1
CRI,3.0,12,1
DOM,1.0,12,1
DOM,2.0,12,1
DOM,3.0,12,1
SLV,1.0,12,1
SLV,2.0,12,1
SLV,3.0,12,1
GTM,1.0,12,1
GTM,2.0,12,1
GTM,3.0,12,1
HND,1.0,12,1
HND,2.0,12,1
HND,3.0,12,1
MEX,1.0,12,1
MEX,2.0,12,1
MEX,3.0,12,1
NIC,1.0,12,1
NIC,2.0,12,0
NIC,3.0,12,1
PAN,1.0,12,1
PAN,2.0,12,1
PAN,3.0,12,1
AUS,1.0,12,1
AUS,2.0,12,1
AUS,3.0,12,1
NZL,1.0,12,1
NZL,2.0,12,1
NZL,3.0,12,1
PNG,1.0,12,1
PNG,2.0,12,1
PNG,3.0,12,1
ARG,1.0,12,1
ARG,2.0,12,1
ARG,3.0,12,1
BOL,1.0,12,1
BOL,2.0,12,1
BOL,3.0,12,1
BRA,1.0,12,1
BRA,2.0,12,1
BRA,3.0,12,1
CHL,1.0,12,1
CHL,2.0,12,1
CHL,3.0,12,1
COL,1.0,12,1
COL,2.0,12,1
COL,3.0,12,1
ECU,1.0,12,1
ECU,2.0,12,1
ECU,3.0,12,1
PRY,1.0,12,1
PRY,2.0,12,1
PRY,3.0,12,1
PER,1.0,12,1
PER,2.0,12,1
PER,3.0,12,1
URY,1.0,12,1
URY,2.0,12,1
URY,3.0,12,1
DZA,1.0,13,1
DZA,2.0,13,1
DZA,3.0,13,1
AGO,1.0,13,1
AGO,2.0,13,1
